id,post/keyword,comment/tweet,username,like count,replied to,reply count,2nd level comment/ reply,time created,majority_sent,majority_sarc,lang_id
29003,banjir simpang 4 benoni #banjir2022 Publish: 10/09/22,dlu nda pernah banjir baru ni kali.,mami_ita65,1,---,0,No,2d ago ,negative,notsarc,my
29004,banjir simpang 4 benoni #banjir2022 Publish: 10/09/22,Astaga.kuat nya banjir,anna8208ann,1,---,0,No,2d ago ,neutral,notsarc,my
29005,banjir simpang 4 benoni #banjir2022 Publish: 10/09/22,bulan sabalas lagi besarrrrrrrrr,prengeng,1,---,0,No,2d ago ,neutral,notsarc,my
29006,"Alhamdulillah bantuan cepat betul sampai,syabas rakyat malaysia.#banjir #balingkedah #banjirbaling Publish: 5-7-2022",TERBAIKKKK WARGA MALAYSIA.... MEMBERI SUMBANGAN....????????????????????????????,bmw_91111,6,---,0,No,6/7/2022,positive,notsarc,my
29007,"Alhamdulillah bantuan cepat betul sampai,syabas rakyat malaysia.#banjir #balingkedah #banjirbaling Publish: 5-7-2022",insyaallah kami akan menyusul raya ke 2 isnin nanti,fadzli9457,2,---,0,No,6/7/2022,positive,notsarc,my
29008,"Alhamdulillah bantuan cepat betul sampai,syabas rakyat malaysia.#banjir #balingkedah #banjirbaling Publish: 5-7-2022","Alhamdulillah,moga dpermudahkan sgala urusan",airol82,2,---,0,No,6/7/2022,positive,notsarc,my
29009,"Alhamdulillah bantuan cepat betul sampai,syabas rakyat malaysia.#banjir #balingkedah #banjirbaling Publish: 5-7-2022",Ni bukan yg sodok JPJ tu ke?... JPJ ada turun sekali x?????,mamota707,1,---,0,No,6/7/2022,neutral,notsarc,my
29010,"Alhamdulillah bantuan cepat betul sampai,syabas rakyat malaysia.#banjir #balingkedah #banjirbaling Publish: 5-7-2022",alhamdulillah...bantuan sampai??????support??,nmsdie,1,---,0,No,5/7/2022,positive,notsarc,my
29011,"Alhamdulillah bantuan cepat betul sampai,syabas rakyat malaysia.#banjir #balingkedah #banjirbaling Publish: 5-7-2022",Nak tanya JPJ ada dtg tolong x,jackzainuddintaib2,0,---,0,No,6/7/2022,neutral,notsarc,my
29012,"Alhamdulillah bantuan cepat betul sampai,syabas rakyat malaysia.#banjir #balingkedah #banjirbaling Publish: 5-7-2022",Alhamdulillahhh moga dipermudah semua urusan pihak yg membantu dan pihak mangsa2,wawalynnz,0,---,0,No,6/7/2022,positive,notsarc,my
29013,"Alhamdulillah bantuan cepat betul sampai,syabas rakyat malaysia.#banjir #balingkedah #banjirbaling Publish: 5-7-2022","bila satu negeri dilanda musibah, semua pakat2 bantu",human7117,0,---,0,No,7/7/2022,positive,notsarc,my
29014,"Alhamdulillah bantuan cepat betul sampai,syabas rakyat malaysia.#banjir #balingkedah #banjirbaling Publish: 5-7-2022",Kalau tak ada jentera backheo payah nak bersihkan,kuliah07,0,---,0,No,6/7/2022,neutral,notsarc,my
29015,"Alhamdulillah bantuan cepat betul sampai,syabas rakyat malaysia.#banjir #balingkedah #banjirbaling Publish: 5-7-2022",mentepp.. ????????,mamatjolai,1,---,0,No,6/7/2022,positive,notsarc,my
29016,"Alhamdulillah bantuan cepat betul sampai,syabas rakyat malaysia.#banjir #balingkedah #banjirbaling Publish: 5-7-2022",Alhamdulillah rakyat Malaysia x duduk diam psti tlng.,iswan_0ne,0,---,0,No,6/7/2022,positive,notsarc,my
29017,"Alhamdulillah bantuan cepat betul sampai,syabas rakyat malaysia.#banjir #balingkedah #banjirbaling Publish: 5-7-2022",suruh geng balak clearkan,khairulnizam878,0,---,0,No,6/7/2022,positive,sarc,cm
29018,allah sedih tngok keadaan banjir di kg iboi hari ini??..#kepalaair #banjir #balingkedah #latacelak #balingtiktok #fyp? Publish: 4-7-2022,Allahhuakbar Kesian nye dia org Semoga sabar byk2 dengan ujian allah,besahosman,4,---,0,No,5/7/2022,positive,notsarc,my
29019,allah sedih tngok keadaan banjir di kg iboi hari ini??..#kepalaair #banjir #balingkedah #latacelak #balingtiktok #fyp? Publish: 4-7-2022,Semoga tabah menghadapi ujian ALLAH SWT ni,punisah13,2,---,0,No,5/7/2022,positive,notsarc,my
29020,allah sedih tngok keadaan banjir di kg iboi hari ini??..#kepalaair #banjir #balingkedah #latacelak #balingtiktok #fyp? Publish: 4-7-2022,"harap bnykkan doa & b""sabar buat mngsa yg t""libat??????????????",fazrolismail,2,---,0,No,5/7/2022,positive,notsarc,my
29021,allah sedih tngok keadaan banjir di kg iboi hari ini??..#kepalaair #banjir #balingkedah #latacelak #balingtiktok #fyp? Publish: 4-7-2022,Allah....smoga dpemudahkan urusan dan semoga selamat smuanya,harisonkasim,2,---,0,No,4/7/2022,positive,notsarc,my
29022,allah sedih tngok keadaan banjir di kg iboi hari ini??..#kepalaair #banjir #balingkedah #latacelak #balingtiktok #fyp? Publish: 4-7-2022,"sungguh besar dugaan mangsa2, semoga dipermudahkan segala urusan mangsa2 semoga mereka tabah menghadapi dugaanNya",zuidin71,2,---,0,No,5/7/2022,positive,notsarc,my
29023,allah sedih tngok keadaan banjir di kg iboi hari ini??..#kepalaair #banjir #balingkedah #latacelak #balingtiktok #fyp? Publish: 4-7-2022,Allah hu Akhbar..moga dipmudahkn segala urusan..,sharizakamis,1,---,0,No,5/7/2022,positive,notsarc,my
29024,allah sedih tngok keadaan banjir di kg iboi hari ini??..#kepalaair #banjir #balingkedah #latacelak #balingtiktok #fyp? Publish: 4-7-2022,dekat kampung ayah saya??..x dapat contact ayah,wanie_zatty,1,---,0,No,4/7/2022,negative,notsarc,cm
29025,allah sedih tngok keadaan banjir di kg iboi hari ini??..#kepalaair #banjir #balingkedah #latacelak #balingtiktok #fyp? Publish: 4-7-2022,belah utara hujan terus ya...moga slmat semuanya aaminn,nuraindyazara_17,1,---,0,No,5/7/2022,positive,notsarc,my
29026,allah sedih tngok keadaan banjir di kg iboi hari ini??..#kepalaair #banjir #balingkedah #latacelak #balingtiktok #fyp? Publish: 4-7-2022,Semoga Allah gantikn yg lebeh baik kpd semua yg terlibat .. In Shaa Allah.,lia53566,1,---,0,No,6/7/2022,positive,notsarc,my
29027,allah sedih tngok keadaan banjir di kg iboi hari ini??..#kepalaair #banjir #balingkedah #latacelak #balingtiktok #fyp? Publish: 4-7-2022,"dunia akhir zaman ,allah nak uji Kita ...semoga dipermudahkan setiap urusan orang2 yang terlibat dengan banjir ...amin ya mujib..",fazliawatimohdfaz,1,---,0,No,5/7/2022,positive,notsarc,my
29028,allah sedih tngok keadaan banjir di kg iboi hari ini??..#kepalaair #banjir #balingkedah #latacelak #balingtiktok #fyp? Publish: 4-7-2022,"Bersabar lh, hidup ini sedang di uji, klu bkn di uji, bkn ujian namanya...Semoga banjir cpt surut , moga di permudahkan urusan ??",nazirah463only,1,---,0,No,4/7/2022,positive,notsarc,my
29029,allah sedih tngok keadaan banjir di kg iboi hari ini??..#kepalaair #banjir #balingkedah #latacelak #balingtiktok #fyp? Publish: 4-7-2022,Y ALLAH lju nye air..mcm kple air,sitiraha81,1,---,1,No,5/7/2022,#N/A,notsarc,my
29030,allah sedih tngok keadaan banjir di kg iboi hari ini??..#kepalaair #banjir #balingkedah #latacelak #balingtiktok #fyp? Publish: 4-7-2022,kepala air turun,matkirin_,1,sitiraha81,---,Yes,5/7/2022,neutral,notsarc,my
29031,allah sedih tngok keadaan banjir di kg iboi hari ini??..#kepalaair #banjir #balingkedah #latacelak #balingtiktok #fyp? Publish: 4-7-2022,Tak masuk berita utama pun !,123tiktok491,1,---,0,No,5/7/2022,negative,sarc,my
29032,"KG IBOI MENANGIS LAGI ????Allahuakbar.. Banjir di Kampung Iboi, Baling, Kedah petang tadi ????Semoga mangsa banjir tabah menghadapi ujian.Sumber: FB Najmudin Nadzri. #banjir2022 #kampungiboi #baling Publish: 07/09/22",tk sampai 1thun 2 kali banjir kilat besar MCM tu sebab apa ya....,hirwan73,6,---,3,No,5d ago ,negative,notsarc,my
29033,"KG IBOI MENANGIS LAGI ????Allahuakbar.. Banjir di Kampung Iboi, Baling, Kedah petang tadi ????Semoga mangsa banjir tabah menghadapi ujian.Sumber: FB Najmudin Nadzri. #banjir2022 #kampungiboi #baling Publish: 07/09/22","knn,kasihan pada mereka yg kena.",yanti__123,0,hirwan73,---,Yes,5d ago ,negative,notsarc,my
29034,"KG IBOI MENANGIS LAGI ????Allahuakbar.. Banjir di Kampung Iboi, Baling, Kedah petang tadi ????Semoga mangsa banjir tabah menghadapi ujian.Sumber: FB Najmudin Nadzri. #banjir2022 #kampungiboi #baling Publish: 07/09/22",hr ni tempat sy pn mendung jer tgh mlm tadi hujan shj,engku777,0,hirwan73,---,Yes,4d ago ,neutral,notsarc,my
29035,"KG IBOI MENANGIS LAGI ????Allahuakbar.. Banjir di Kampung Iboi, Baling, Kedah petang tadi ????Semoga mangsa banjir tabah menghadapi ujian.Sumber: FB Najmudin Nadzri. #banjir2022 #kampungiboi #baling Publish: 07/09/22",kesan projek musang king tu la..ambik masa lama gak nak pulih,yah698785,0,hirwan73,---,Yes,5d ago ,negative,notsarc,my
29036,"KG IBOI MENANGIS LAGI ????Allahuakbar.. Banjir di Kampung Iboi, Baling, Kedah petang tadi ????Semoga mangsa banjir tabah menghadapi ujian.Sumber: FB Najmudin Nadzri. #banjir2022 #kampungiboi #baling Publish: 07/09/22",MCM mn hujung bln 11 nnti taburan hujan lg bnyk,izaziii,3,---,0,No,5d ago ,neutral,notsarc,my
29037,"KG IBOI MENANGIS LAGI ????Allahuakbar.. Banjir di Kampung Iboi, Baling, Kedah petang tadi ????Semoga mangsa banjir tabah menghadapi ujian.Sumber: FB Najmudin Nadzri. #banjir2022 #kampungiboi #baling Publish: 07/09/22",sian org kat sana,zulkairi,2,---,0,No,5d ago ,negative,notsarc,my
29038,"KG IBOI MENANGIS LAGI ????Allahuakbar.. Banjir di Kampung Iboi, Baling, Kedah petang tadi ????Semoga mangsa banjir tabah menghadapi ujian.Sumber: FB Najmudin Nadzri. #banjir2022 #kampungiboi #baling Publish: 07/09/22",tak selamat dah kampung tu,salinaniceru,1,---,0,No,5d ago ,negative,notsarc,my
29039,"Banjir sedang melanda Taman Sri Muda, Shah Alam akibat hujan lebat sehingga menyebabkan air mula naik pada jam 5.15 petang tadi. #fyp #xtramy #banjir #tamansrimuda #shahalam #beritaditiktok #tontonmy Publish: 20-8-2022",tu la menteri yg kita ada sekarang.. dah tau tempat tu senang banjir tapi tetap goyang kaki,jacktan7477,8,---,0,No,21/8/2022,negative,sarc,my
29040,"Banjir sedang melanda Taman Sri Muda, Shah Alam akibat hujan lebat sehingga menyebabkan air mula naik pada jam 5.15 petang tadi. #fyp #xtramy #banjir #tamansrimuda #shahalam #beritaditiktok #tontonmy Publish: 20-8-2022","menteri menteri no action taken sibuk kumpul duit untuk keluarga mereka, bagus, undi lagi untuk mereka teruskan",eiman7767,4,---,5,No,20/8/2022,negative,sarc,cm
29041,"Banjir sedang melanda Taman Sri Muda, Shah Alam akibat hujan lebat sehingga menyebabkan air mula naik pada jam 5.15 petang tadi. #fyp #xtramy #banjir #tamansrimuda #shahalam #beritaditiktok #tontonmy Publish: 20-8-2022",balik2 salahkan menteri bila bencana alam berlaku.menteri tau ke perkara nie berlaku??,sahrunizamsahrul,0,eiman7767,---,Yes,20/8/2022,positive,notsarc,my
29042,"Banjir sedang melanda Taman Sri Muda, Shah Alam akibat hujan lebat sehingga menyebabkan air mula naik pada jam 5.15 petang tadi. #fyp #xtramy #banjir #tamansrimuda #shahalam #beritaditiktok #tontonmy Publish: 20-8-2022",saya 1991..dah duduk kat sri muda..sekarang dah pindah klang.sahabat beli rumah sendiri,sahrunizamsahrul,1,eiman7767,---,Yes,20/8/2022,neutral,notsarc,my
29043,"Banjir sedang melanda Taman Sri Muda, Shah Alam akibat hujan lebat sehingga menyebabkan air mula naik pada jam 5.15 petang tadi. #fyp #xtramy #banjir #tamansrimuda #shahalam #beritaditiktok #tontonmy Publish: 20-8-2022","OK LA tu selamat la kiranya, saya sangkut lagi sini, office, business, tanah, rumah sendiri dan lain lain semua sini, no way out",eiman7767,0,eiman7767,---,Yes,20/8/2022,negative,notsarc,cm
29044,"Banjir sedang melanda Taman Sri Muda, Shah Alam akibat hujan lebat sehingga menyebabkan air mula naik pada jam 5.15 petang tadi. #fyp #xtramy #banjir #tamansrimuda #shahalam #beritaditiktok #tontonmy Publish: 20-8-2022",kena bertabah sahabat..perkara banjir kita tak jangka.lagi2 melibatkan hujan yang lebat.pihak atasan macam2 buat atasi banjir yang tak tau bila datang,sahrunizamsahrul,1,eiman7767,---,Yes,20/8/2022,positive,notsarc,my
29045,"Banjir sedang melanda Taman Sri Muda, Shah Alam akibat hujan lebat sehingga menyebabkan air mula naik pada jam 5.15 petang tadi. #fyp #xtramy #banjir #tamansrimuda #shahalam #beritaditiktok #tontonmy Publish: 20-8-2022","Dah bnyk duit habis, bnyk lagi kereta rumah penduduk situ tersadai, mana yg mampu kita tolong antara manusia dan sesama Islam,Takbir Allahuakhbar",eiman7767,0,eiman7767,---,Yes,21/8/2022,positive,notsarc,my
29046,"Banjir sedang melanda Taman Sri Muda, Shah Alam akibat hujan lebat sehingga menyebabkan air mula naik pada jam 5.15 petang tadi. #fyp #xtramy #banjir #tamansrimuda #shahalam #beritaditiktok #tontonmy Publish: 20-8-2022","cepat, alihkan kereta ke tempat tinggi. bersiap utk pindah, bila diarahkan. take care all",noryatig,3,---,0,No,20/8/2022,positive,notsarc,cm
29047,"Banjir sedang melanda Taman Sri Muda, Shah Alam akibat hujan lebat sehingga menyebabkan air mula naik pada jam 5.15 petang tadi. #fyp #xtramy #banjir #tamansrimuda #shahalam #beritaditiktok #tontonmy Publish: 20-8-2022",hujan tu rahmat nti kena kemarau panjang tak dak air lgi la masalah besar,rizalshah05,2,---,0,No,20/8/2022,positive,notsarc,my
29048,"Banjir sedang melanda Taman Sri Muda, Shah Alam akibat hujan lebat sehingga menyebabkan air mula naik pada jam 5.15 petang tadi. #fyp #xtramy #banjir #tamansrimuda #shahalam #beritaditiktok #tontonmy Publish: 20-8-2022",tggu apa kata menteri,rozaimieamie,2,---,0,No,20/8/2022,neutral,notsarc,my
29049,"Banjir sedang melanda Taman Sri Muda, Shah Alam akibat hujan lebat sehingga menyebabkan air mula naik pada jam 5.15 petang tadi. #fyp #xtramy #banjir #tamansrimuda #shahalam #beritaditiktok #tontonmy Publish: 20-8-2022",Kena sit down bincang baik baik..tengok mana yg kurang..keluarkan bajet baiki..,pilah2022,0,---,0,No,21/8/2022,positive,notsarc,cm
29050,"Banjir sedang melanda Taman Sri Muda, Shah Alam akibat hujan lebat sehingga menyebabkan air mula naik pada jam 5.15 petang tadi. #fyp #xtramy #banjir #tamansrimuda #shahalam #beritaditiktok #tontonmy Publish: 20-8-2022",Better change d name to Tmn Sri Banjir! Malu je!,andyng280,0,---,0,No,21/8/2022,negative,sarc,cm
29051,JOHOR BAHRU BANJIR 2.8.2022 #BANJIR #johordarultakzim #fyp #fyp? #foryoupage #staysafe Publish: 2-8-2022,hujan lebat ke jb,akuhanyainsanbiasa17,7,---,3,No,2/8/2022,neutral,notsarc,my
29052,JOHOR BAHRU BANJIR 2.8.2022 #BANJIR #johordarultakzim #fyp #fyp? #foryoupage #staysafe Publish: 2-8-2022,aah sis Dari tengahari,encik.matt,3,akuhanyainsanbiasa17,---,Yes,2/8/2022,neutral,notsarc,cm
29053,JOHOR BAHRU BANJIR 2.8.2022 #BANJIR #johordarultakzim #fyp #fyp? #foryoupage #staysafe Publish: 2-8-2022,alamakk harap2 x hujan terus lah,akuhanyainsanbiasa17,0,akuhanyainsanbiasa17,---,Yes,2/8/2022,positive,notsarc,my
29054,JOHOR BAHRU BANJIR 2.8.2022 #BANJIR #johordarultakzim #fyp #fyp? #foryoupage #staysafe Publish: 2-8-2022,kat tempat saya dari pagi pukul 10am dah start hujan sampailah sekarang masih hujan...Lokasi Nusajaya Johor Bahru..??,hemagirl9791,0,akuhanyainsanbiasa17,---,Yes,2/8/2022,neutral,notsarc,my
29055,JOHOR BAHRU BANJIR 2.8.2022 #BANJIR #johordarultakzim #fyp #fyp? #foryoupage #staysafe Publish: 2-8-2022,air lido naik ke mat.. ke ada construction kat area situ,she_mrym,1,---,0,No,2/8/2022,negative,notsarc,cm
29056,JOHOR BAHRU BANJIR 2.8.2022 #BANJIR #johordarultakzim #fyp #fyp? #foryoupage #staysafe Publish: 2-8-2022,Allahu moga semua selamat dan bertenang hadapi dugaan ya ????,mdmza71,1,---,0,No,2/8/2022,positive,notsarc,my
29057,banjir lagi...ya Allah semoga dipermudahkn segala urusan penduduk di sana????... #fyp? #trending #balingkedah #viral #fyou #fyou #banjiriboi Publish: 07/09/22,iboii menangis lagi ??????,amrikedah70,1,---,0,No,5d ago ,neutral,notsarc,my
29058,banjir lagi...ya Allah semoga dipermudahkn segala urusan penduduk di sana????... #fyp? #trending #balingkedah #viral #fyou #fyou #banjiriboi Publish: 07/09/22,"kesiannya, semoga dpmudahkan semua urusan mereka yg terlibat????",alynn_romli,0,---,0,No,5d ago ,positive,notsarc,my
29059,banjir lagi...ya Allah semoga dipermudahkn segala urusan penduduk di sana????... #fyp? #trending #balingkedah #viral #fyou #fyou #banjiriboi Publish: 07/09/22,Sekarang macam mana keadaan ye.... banjir dah surut ke,abgzaidi21,0,---,0,No,5d ago ,neutral,notsarc,my
29060,banjir lagi...ya Allah semoga dipermudahkn segala urusan penduduk di sana????... #fyp? #trending #balingkedah #viral #fyou #fyou #banjiriboi Publish: 07/09/22,semoga penduduk sekitar nya di lindungi Allah SWT,mordinayusuf,3,---,0,No,5d ago ,positive,notsarc,my
29061,banjir lagi...ya Allah semoga dipermudahkn segala urusan penduduk di sana????... #fyp? #trending #balingkedah #viral #fyou #fyou #banjiriboi Publish: 07/09/22,ya allah..kesianya kwan ku yg ada di kg iboi kupang..semoga semuanya tabah menghadapi semua ujian ini??,atiqah5676,1,---,0,No,5d ago ,negative,notsarc,my
29062,banjir lagi...ya Allah semoga dipermudahkn segala urusan penduduk di sana????... #fyp? #trending #balingkedah #viral #fyou #fyou #banjiriboi Publish: 07/09/22,Lanskap sana dh berubah jadi haluan air dh setiap kali hujan pasti risiko??,megatarif5,1,---,0,No,5d ago ,negative,notsarc,my
29063,banjir lagi...ya Allah semoga dipermudahkn segala urusan penduduk di sana????... #fyp? #trending #balingkedah #viral #fyou #fyou #banjiriboi Publish: 07/09/22,Saya jg mangsa banjir minggu lepas.. Faham sgt perasaan mereka yg senasib mcm saya ??,yanmanja_surprisetaiping,1,---,0,No,5d ago ,positive,notsarc,my
29064,banjir lagi...ya Allah semoga dipermudahkn segala urusan penduduk di sana????... #fyp? #trending #balingkedah #viral #fyou #fyou #banjiriboi Publish: 07/09/22,kena pindah dahhh,lokmanahmad633,1,---,0,No,5d ago ,neutral,notsarc,my
29065,sedihnya?????? salam takziah buat keluarga mangsa banjir Baling yang meninggal dunia. #banjirbaling #banjir #kedah #mangsabanjir #menyayathati #peluk #beritaditiktok #trendingnewsmalaysia Publish: 5-7-2022,hidup UMNO musang king,user8860245484686,31,---,3,No,5/7/2022,positive,sarc,my
29066,sedihnya?????? salam takziah buat keluarga mangsa banjir Baling yang meninggal dunia. #banjirbaling #banjir #kedah #mangsabanjir #menyayathati #peluk #beritaditiktok #trendingnewsmalaysia Publish: 5-7-2022,tapi mmg empangan musang king yg pecah bang ?? saya tau la rumah saya kt situ.,ff.nurul_,5,user8860245484686,---,Yes,5/7/2022,negative,sarc,my
29067,sedihnya?????? salam takziah buat keluarga mangsa banjir Baling yang meninggal dunia. #banjirbaling #banjir #kedah #mangsabanjir #menyayathati #peluk #beritaditiktok #trendingnewsmalaysia Publish: 5-7-2022,"oh maaf tetinggal bas,sy tak tak thu",nesketomice,0,user8860245484686,---,Yes,5/7/2022,neutral,notsarc,my
29068,sedihnya?????? salam takziah buat keluarga mangsa banjir Baling yang meninggal dunia. #banjirbaling #banjir #kedah #mangsabanjir #menyayathati #peluk #beritaditiktok #trendingnewsmalaysia Publish: 5-7-2022,bab ni kalau boleh jgn isukan politik na . di situ mmg kerap banjir . mak saudara saya cita .,fathinromli91,2,user8860245484686,---,Yes,5/7/2022,positive,notsarc,my
29069,sedihnya?????? salam takziah buat keluarga mangsa banjir Baling yang meninggal dunia. #banjirbaling #banjir #kedah #mangsabanjir #menyayathati #peluk #beritaditiktok #trendingnewsmalaysia Publish: 5-7-2022,kesan pembalakan,peacewolf7,14,---,1,No,5/7/2022,negative,notsarc,my
29070,sedihnya?????? salam takziah buat keluarga mangsa banjir Baling yang meninggal dunia. #banjirbaling #banjir #kedah #mangsabanjir #menyayathati #peluk #beritaditiktok #trendingnewsmalaysia Publish: 5-7-2022,bukankah Allah berkata bahawa tangan ii manusia lah yg akan melakukan kerosakkan di atas muka bumi ini sdr..,nurulizwanimohamadyahya,8,peacewolf7,---,Yes,5/7/2022,neutral,notsarc,my
29071,sedihnya?????? salam takziah buat keluarga mangsa banjir Baling yang meninggal dunia. #banjirbaling #banjir #kedah #mangsabanjir #menyayathati #peluk #beritaditiktok #trendingnewsmalaysia Publish: 5-7-2022,bomba dn pnyelamat ni la antara wira2 yg trbaik,paksunon,3,---,0,No,5/7/2022,positive,notsarc,my
29072,sedihnya?????? salam takziah buat keluarga mangsa banjir Baling yang meninggal dunia. #banjirbaling #banjir #kedah #mangsabanjir #menyayathati #peluk #beritaditiktok #trendingnewsmalaysia Publish: 5-7-2022,moga syurga firdauslah tempat kalian??????sebak sgt... al Fatihah,wawalynnz,1,---,0,No,5/7/2022,positive,notsarc,my
29073,sedihnya?????? salam takziah buat keluarga mangsa banjir Baling yang meninggal dunia. #banjirbaling #banjir #kedah #mangsabanjir #menyayathati #peluk #beritaditiktok #trendingnewsmalaysia Publish: 5-7-2022,"dlm keadaan dia hamil,jga mertua dia lagi..Al-Fatihah utk arwah..semoga syurga bt mu..??",mamifiza.729,1,---,0,No,5/7/2022,positive,notsarc,my
29074,#pandanindah #banjir #banjirkilatkl #banjir2022 #banjirkl Publish: 13-6-2022,"Kejadian hari ni 13/06/2022, sini memang macam ni x pernah selesai",naimremzan,70,---,0,No,13/6/2022,negative,notsarc,my
29075,#pandanindah #banjir #banjirkilatkl #banjir2022 #banjirkl Publish: 13-6-2022,"20 tahun aku duk sini, 20 tahun la setiap kali hujan sini banjir, aku duk perhati je keta nak lalu pastu sangkut ??",sy4zm4n,97,---,5,No,13/6/2022,negative,notsarc,my
29076,#pandanindah #banjir #banjirkilatkl #banjir2022 #banjirkl Publish: 13-6-2022,"20 tahun aku duk sini,setiap hujan mesti sini banjir...ni aku baru paham",ahmadi_sainawi,3,sy4zm4n,---,Yes,13/6/2022,negative,notsarc,my
29077,#pandanindah #banjir #banjirkilatkl #banjir2022 #banjirkl Publish: 13-6-2022,"takde ke menteri, yb duk situ..mntk bantuan sampan ke, mklumlah kita duduk tepi sungai????",anacarey543,0,sy4zm4n,---,Yes,14/6/2022,negative,notsarc,my
29078,#pandanindah #banjir #banjirkilatkl #banjir2022 #banjirkl Publish: 13-6-2022,memang seronok Aci tgk keta lagak nak lalu ??,sy4zm4n,1,sy4zm4n,---,Yes,13/6/2022,neutral,notsarc,my
29079,#pandanindah #banjir #banjirkilatkl #banjir2022 #banjirkl Publish: 13-6-2022,dah bertahun x selesai jalan ni.,kucing_gemokk,34,---,0,No,13/6/2022,negative,notsarc,my
29080,#pandanindah #banjir #banjirkilatkl #banjir2022 #banjirkl Publish: 13-6-2022,akan terus begini tiap Kali hujan sejam Dua.. .dh jd Jakarta asyik banjir...sbb bnyk kondo2 - shopping center dibina rapat2... sana sini bsimen,sinariahyusoff,7,---,1,No,13/6/2022,negative,notsarc,my
29081,#pandanindah #banjir #banjirkilatkl #banjir2022 #banjirkl Publish: 13-6-2022,boleh jadi. sebab jarak centre jakarta ke laut dekat sma dengan kl to port klang. hujan berlarutan + pengurusan bawah tanah menjadi factor pada hakisn,amadz47,0,sinariahyusoff,---,Yes,14/6/2022,negative,notsarc,my
29082,#pandanindah #banjir #banjirkilatkl #banjir2022 #banjirkl Publish: 13-6-2022,pandan Indah ke,darminraj6,8,---,2,No,13/6/2022,neutral,notsarc,my
29083,#pandanindah #banjir #banjirkilatkl #banjir2022 #banjirkl Publish: 13-6-2022,Ya pandan indah,naimremzan,5,darminraj6,---,Yes,13/6/2022,neutral,notsarc,my
